"geoid","region_type","region_name","year","measure","value"
"51059_hsr_1","human services region","1","2021","avg_down_using_devices",217.01102014978
"51059_hsr_1","human services region","1","2021","avg_down_using_tests",215.818705121162
"51059_hsr_1","human services region","1","2021","avg_lat_using_devices",9.19299207847394
"51059_hsr_1","human services region","1","2021","avg_lat_using_tests",9.08099873629755
"51059_hsr_1","human services region","1","2021","avg_up_using_devices",118.560323642104
"51059_hsr_1","human services region","1","2021","avg_up_using_tests",119.334994246757
"51059_hsr_1","human services region","1","2021","devices",14991.3837981258
"51059_hsr_1","human services region","1","2021","tests",52668.200701646
"51059_hsr_2","human services region","2","2021","avg_down_using_devices",205.342432115343
"51059_hsr_2","human services region","2","2021","avg_down_using_tests",206.517911507807
"51059_hsr_2","human services region","2","2021","avg_lat_using_devices",8.25966905273743
"51059_hsr_2","human services region","2","2021","avg_lat_using_tests",8.22718301588777
"51059_hsr_2","human services region","2","2021","avg_up_using_devices",115.110583392102
"51059_hsr_2","human services region","2","2021","avg_up_using_tests",116.128701081225
"51059_hsr_2","human services region","2","2021","devices",15513.2595540614
"51059_hsr_2","human services region","2","2021","tests",50789.6130784716
"51059_hsr_3","human services region","3","2021","avg_down_using_devices",209.474860007589
"51059_hsr_3","human services region","3","2021","avg_down_using_tests",208.885772600179
"51059_hsr_3","human services region","3","2021","avg_lat_using_devices",8.50664012094659
"51059_hsr_3","human services region","3","2021","avg_lat_using_tests",8.45834025924548
"51059_hsr_3","human services region","3","2021","avg_up_using_devices",126.666792079208
"51059_hsr_3","human services region","3","2021","avg_up_using_tests",127.461098812128
"51059_hsr_3","human services region","3","2021","devices",26852.0016271911
"51059_hsr_3","human services region","3","2021","tests",94928.4682673649
"51059_hsr_4","human services region","4","2021","avg_down_using_devices",213.630023568297
"51059_hsr_4","human services region","4","2021","avg_down_using_tests",211.288149163139
"51059_hsr_4","human services region","4","2021","avg_lat_using_devices",8.76067773154304
"51059_hsr_4","human services region","4","2021","avg_lat_using_tests",8.78867432768494
"51059_hsr_4","human services region","4","2021","avg_up_using_devices",125.260951606632
"51059_hsr_4","human services region","4","2021","avg_up_using_tests",124.595715659029
"51059_hsr_4","human services region","4","2021","devices",21439.7050380976
"51059_hsr_4","human services region","4","2021","tests",80371.8557202952
